converged,dr_0,dr_1,dr_2,dr_3,dr_4,dr_5,dr_6,dr_7,dr_max,dz_0,dz_1,dz_2,dz_3,dz_4,dz_5,dz_6,dz_7,dz_max,iters,k,method,phase,pred_elong,pred_sqli,pred_sqlo,pred_squi,pred_squo,pred_tril,pred_triu,rel_change,rmse_8ctrl_m,shot,t
True,-0.24802950001945545,-0.19416890563655365,-0.07327101230621347,-0.019520938343626337,0.0025760894639645926,-0.026484063270937552,-0.10570962429046649,-0.20611829214625743,0.24802950001945545,-0.028694646619260356,-0.12950358044357896,-0.17497639651570795,-0.1269123595486406,-0.009944646619260311,0.11169891344015775,0.15717003095055526,0.1023708775126318,0.17497639651570795,,0,GeneralPprimeFFprime,ramp_up,1.1339659873490584,0.009484995777319056,-0.015100660926081708,0.006157659376653586,-0.011195281909547094,0.04814005382978351,0.018115306182629812,0.004473774046564016,0.18419182488350047,156792,0.527
True,-0.15608637131899572,-0.10155777759773699,-0.010918831825256436,-0.0034054557911187278,0.002596976207950963,-0.011944092752363078,-0.042097923890157984,-0.12164389837391054,0.15608637131899572,-0.040969413891434714,-0.1446561499409421,-0.2075057615466268,-0.15547142970540634,-0.0418848879635334,0.07036172802901308,0.12060756683349605,0.0717794304766674,0.2075057615466268,,1,GeneralPprimeFFprime,ramp_up,1.2863823036911082,-0.009613382213887606,-0.03279810069977715,0.003287702072254822,-0.029418127220583973,0.0948375172778806,0.059791731028875465,0.0038506492270797155,0.14481200050077514,156792,0.754
True,-0.07315390147323653,-0.02239942833288433,0.058321356773376465,0.008510755493557287,0.0025676376818422053,0.004881493245214141,0.017421627044677646,-0.03739941437606653,0.07315390147323653,-0.011923625785857483,-0.09755723046139808,-0.1539742194365724,-0.08209466236249607,0.006826374214142561,0.10747662966815474,0.15649648465440225,0.09346952164922895,0.15649648465440225,,2,GeneralPprimeFFprime,ramp_up,1.514448702214434,-0.0015910043669187183,-0.0847249792773532,0.032757461411338784,-0.06792595259091351,0.20493814478795505,0.1586496910968787,0.005979440484335774,0.10954017455506414,156792,0.981
True,-0.10566432741476373,-0.04757365736537089,0.022648826553596013,-0.03679276749814209,-0.03932563867435279,-0.04628867829295458,-0.09588792324066153,-0.11333360535421955,0.11333360535421955,0.0054477304220199585,-0.06287420123711374,-0.1271429661056146,-0.02734920201476032,-0.004735754337161779,0.015130948535517996,-0.037863788575301704,-0.00792506830601869,0.1271429661056146,,3,GeneralPprimeFFprime,ramp_up,1.9309514410524624,-0.2676464710914877,-0.2027169800111172,-0.021807019604382204,-0.12508522959290044,0.46332681394237857,0.3077404072990577,0.0013661566415200282,0.08920974537809549,156792,1.208
True,-0.09115866369649073,-0.030470559439335076,0.04099776244002373,-0.027115670452078522,-0.0331015377359154,-0.0325183887917071,-0.028533374804339262,-0.06971322073001485,0.09115866369649073,0.0017808486009016633,-0.07256177163613242,-0.1416375439837173,-0.03816803587970374,-0.008604751899838448,0.018387978641384417,0.04120666030123776,0.02827416280457229,0.1416375439837173,,4,GeneralPprimeFFprime,ramp_up,1.8567624199335495,-0.2669076755668926,-0.21468134069178896,-0.01961955146249205,-0.12247374593239176,0.44970284580159126,0.295931222706033,0.0009361180218662559,0.07840410440756597,156792,1.435
True,-0.08816413396101508,-0.06093656407322534,-0.025289607048034624,-0.03536788314992645,-0.034707116326542,-0.03332037708656088,-0.02538504040828027,-0.06934911780558828,0.08816413396101508,-0.017697353218682155,-0.023636539668696277,-0.038429482568117734,-0.011321512923059607,0.020239376532845244,0.024408917480714387,0.039615446472549,0.023945768008541646,0.039615446472549,,5,GeneralPprimeFFprime,ramp_up,1.8730526808952097,-0.2502608028483848,-0.21494402755848388,-0.01702017164861435,-0.12160308596250344,0.45838703940741904,0.30303323136063853,0.0007849166092616664,0.05784705884341582,156792,1.6620000000000001
True,-0.09071925619530896,-0.06995895264251173,-0.03354513645172119,-0.04012717566635815,-0.03709301397566289,-0.03226358686122133,-0.02073249288158241,-0.06759578431903979,0.09071925619530896,-0.0008130556670948863,-0.007942835537238624,-0.015131378393987927,-0.003988008058557535,-0.012363985925912813,0.012842336692819312,0.034702088926756414,0.024437764808297957,0.034702088926756414,,6,GeneralPprimeFFprime,flat_top,1.847497131620956,-0.24571127354725658,-0.21856593608993,-0.025206316079302665,-0.11169839187616282,0.4533487020557597,0.2957330356517979,0.0022218195024885684,0.056682677632161844,156792,1.889
False,,,,,,,,,,,,,,,,,,,,12,err:IndexError,flat_top,,,,,,,,0.9992858401903308,,156792,3.251
False,-0.603264166160546,-0.45149125189454953,-0.1611360549926757,-0.07501398282817884,-0.05366907323138048,-0.05723118857926335,-0.02853489208887172,-0.3955985916365208,0.603264166160546,0.004641467705368996,-0.28934415897821536,-0.4434627017751691,-0.3272407739957568,0.0422043072991074,0.3791102463150529,0.6000612406105712,0.38455273663137335,0.6000612406105712,,18,GeneralPprimeFFprime,flat_top,1.0718989097652882,0.009288862804530926,-0.015450653998441364,0.017796881470890105,-0.0016445495005196658,-0.0011074121470408625,-0.001005809225965895,0.04588028493865797,0.4748393879020894,156792,4.613
True,-0.6615460473505532,-0.5014039276120936,-0.18009374141693124,-0.08361750332463203,-0.058114724797861284,-0.06679631686212706,-0.05639970002775474,-0.4414135343142096,0.6615460473505532,0.02840282786637549,-0.31236541619146246,-0.482015436020365,-0.35496488585833963,0.04370001833885917,0.41045037037663495,0.6379158089685328,0.4158796676865115,0.6379158089685328,,24,GeneralPprimeFFprime,flat_top,1.0372608491315896,-0.006873625681481233,-0.0003836046256420572,0.00035284325384478675,-0.020775968548583875,0.001134686324895361,0.001134686324895361,0.0065115614771821245,0.5173647308310623,156792,5.9750000000000005
True,-0.6373615425030317,-0.48608259871919124,-0.1786763906478881,-0.08267848659132082,-0.05883976481890252,-0.062552467867802,-0.04484592338304094,-0.41702581781012116,0.6373615425030317,0.04146021548658618,-0.2991656359207013,-0.46655721104315173,-0.3501745716352953,0.02493722848594193,0.40230969543434836,0.6254858314548069,0.4078788707950177,0.6254858314548069,,30,GeneralPprimeFFprime,flat_top,1.0481595722618837,-0.0048861372695974585,-0.0049466590239109565,0.0017308577281965121,0.0011405849741020243,0.002642804685894697,-0.008035676571777613,0.007110444805865062,0.5020150864343041,156792,7.337
True,-0.5988452753993463,-0.4462003429384689,-0.1263749599456787,-0.0730597325815916,-0.06152828963205614,-0.05897476017408976,-0.02575569328289551,-0.3838664441167694,0.5988452753993463,0.037692366846022285,-0.29586788284767224,-0.4552651409019234,-0.33649128806604184,0.023194836173206612,0.3865076173277583,0.6024902944404631,0.39005823505148707,0.6024902944404631,,36,GeneralPprimeFFprime,flat_top,1.0599432464210712,0.004838121731605677,-0.011247248325030816,-0.00029547663087989984,-0.009716610769328424,-0.0032282668413631077,-0.0032282668413631077,0.004928354713230252,0.47550193148117126,156792,8.699
False,,,,,,,,,,,,,,,,,,,,43,timeout,ramp_down,,,,,,,,,,156792,10.288
True,0.03206946642771902,0.03647130435854784,0.020619845390319913,0.013941758114724756,0.009268933304372284,0.017758125536145197,0.035610338367896954,0.034866290340444195,0.03647130435854784,0.00015186912787612528,-0.006284058659302316,-0.02049031299175652,-0.019995925118654778,0.00015186912787612528,-0.0030319622037339178,0.011936829359394552,0.006628507082345025,0.02049031299175652,,44,GeneralPprimeFFprime,ramp_down,1.4295078578034226,-0.28355312610549965,-0.11942982995982927,0.11325690323916464,-0.0798375269275711,0.7346979938585023,0.4810367463909186,0.0057753710105224116,0.029406672659897073,156792,10.742
True,0.04224576264916635,-0.008146945422350615,-0.125525140762329,-0.029345381378907742,0.006651385017146572,0.06974531767191539,0.2957810078135379,0.1338296339449183,0.2957810078135379,0.08637517988681798,0.11334585881404852,0.12354695973558938,0.21098470080645226,0.4222080647945403,0.16294284365120898,0.21119470267651586,0.16215865150991648,0.4222080647945403,,45,GeneralPprimeFFprime,ramp_down,1.2630657418494966,0.15346811278879696,-0.05543380048251892,0.4893662837046168,-0.05397093393943373,0.26798260344872893,0.765068259510112,0.0063493353160478175,0.24611207226991266,156792,10.969
False,0.07254887217195227,0.21561004464203615,0.5386425495147704,0.6275539435217228,0.6055275369653141,0.6412674508353571,0.7026793003082275,0.26354369623787477,0.7026793003082275,-0.04651095420122142,-0.2963772780734589,-0.4075077942783173,-0.3223929257429169,0.49709346145391464,0.4062343064211307,0.3620308448598849,0.2376210336360105,0.49709346145391464,,46,GeneralPprimeFFprime,ramp_down,1.0110703088481479,0.0028537292521196283,0.003077218314139069,-0.002429765206419023,-0.009203684364940552,0.016298172439261096,0.016161018338396324,0.030398475857909963,0.616083666090637,156792,11.196
False,,,,,,,,,,,,,,,,,,,,0,err:IndexError,ramp_up,,,,,,,,1.0008015564029953,,158765,0.453
False,-0.2446047579717905,-0.18832674520731318,-0.077780294418335,-0.01624861983139292,0.0025448739062945425,-0.0175172187025332,-0.06610560417175293,-0.1927135028475,0.2446047579717905,-0.08337632119655614,-0.19460253997811588,-0.25227538477700584,-0.20393366140221114,-0.06462632119655609,0.07862187941377291,0.1370656426995963,0.07288520844044338,0.25227538477700584,,1,GeneralPprimeFFprime,ramp_up,1.1678833023287079,0.019255650971642127,-0.01578381742847463,-0.010086764736222827,-0.002813952934346569,0.02836508867406533,0.03053057345134458,0.030740906159675455,0.20246752508041313,158765,0.606
