converged,dr_0,dr_1,dr_2,dr_3,dr_4,dr_5,dr_6,dr_7,dr_max,dz_0,dz_1,dz_2,dz_3,dz_4,dz_5,dz_6,dz_7,dz_max,iters,k,method,phase,pred_elong,pred_sqli,pred_sqlo,pred_squi,pred_squo,pred_tril,pred_triu,rel_change,rmse_8ctrl_m,shot,t
True,-0.37022550169541546,-0.29377231856253827,-0.13784816265106192,-0.03457986476723329,0.002599834549327884,-0.04051536715972981,-0.1487969875335695,-0.30518800967763005,0.37022550169541546,-0.02272119857370858,-0.18683777054934841,-0.26765621240580795,-0.19568097371536453,-0.003971198573708534,0.17988928576406993,0.253719596622188,0.17247428071403248,0.26765621240580795,,0,GeneralPprimeFFprime,ramp_up,1.1291154288109297,-0.00023287387840642134,-0.011942155015525289,-0.01223995616486052,0.0008469098375528031,0.0236511783456004,0.023613614669557508,0.0032250843615478607,0.28114674388331357,156745,0.528
True,-0.14942480120662394,-0.10977413695056892,-0.05433552265167241,-0.013540117333161295,0.002452734744534668,-0.009836156609377422,-0.04372870922088623,-0.11414983118984612,0.14942480120662394,-0.0058742195367813554,-0.07764171935904407,-0.12732944048383876,-0.08707833067047804,0.012875780463218689,0.12018688522491827,0.1621464770242691,0.1070612196507077,0.1621464770242691,,1,GeneralPprimeFFprime,ramp_up,1.2854240548372526,-0.012080839255195984,-0.04272860110411749,-0.012239033954120251,-0.028694568577041547,0.09521539556834328,0.09436836587850359,0.0018569370394324945,0.12979858868986063,156745,0.756
True,-0.0774001625387335,-0.0440763814454761,0.010775732994079634,0.0030100316152004147,0.002642879693501854,0.003050639732164795,0.009869861602783248,-0.041962028923003825,0.0774001625387335,0.02893591038882737,-0.07660556155861786,-0.1354971196730329,-0.09208422348600365,-0.00010155532800126821,0.08453696303019453,0.12354720356208171,0.0838488531555383,0.1354971196730329,,2,GeneralPprimeFFprime,ramp_up,1.440956467014849,0.020842519029406963,-0.07093892979457872,0.01269532394152845,-0.05975200861795854,0.15929339599183526,0.1570603983299108,0.004444254530798411,0.09547180818917768,156745,0.984
True,-0.12468798632350575,-0.047028776968588204,0.05624948171181732,-0.027823103212646583,-0.03697924037992295,-0.031679062874940156,0.029417615211938752,-0.05151034019401113,0.12468798632350575,0.023619807045906827,-0.1108521267823207,-0.21014219036232273,-0.07741968070066374,-0.005466069094836712,0.06985610318922753,0.19066873215007318,0.10835952770596557,0.21014219036232273,,3,GeneralPprimeFFprime,ramp_up,1.580915376181309,-0.058754558876981354,-0.10416602177438976,-0.0050463628176000185,-0.08866216876474882,0.3062059494296783,0.2532279448360952,0.0022445620546529066,0.13397406917609067,156745,1.212
True,-0.08248386596633939,-0.05483333877878005,-0.022131490707397505,-0.032196615012548335,-0.03148161202845712,-0.027943224308659698,-0.01556859952126044,-0.0620201673860965,0.08248386596633939,-0.009926587529480502,-0.030222014092898986,-0.05367832772851955,-0.02373663913008983,0.009538318030536175,0.025715158931837845,0.04946355613228237,0.03245854448248153,0.05367832772851955,,4,GeneralPprimeFFprime,ramp_up,1.772569830633725,-0.24584341782517555,-0.20626583728208445,-0.04584237297818489,-0.11851240018400674,0.4686489726437914,0.36882330957267606,0.0040569967715761625,0.05690634170015112,156745,1.44
True,-0.10628743300959798,-0.08480312031155846,-0.04416103363037105,-0.04541017808342174,-0.04457678343776128,-0.04117721707464472,-0.028499383426055624,-0.07663182264592372,0.10628743300959798,0.023492831923067614,-0.019953999551573398,-0.04313071441147198,-0.020550809805100823,0.024205872975289866,0.02872149244668476,0.047373011470080884,0.036431308734406254,0.047373011470080884,,5,GeneralPprimeFFprime,ramp_up,1.7635747407313733,-0.2610248494236706,-0.2090721486774244,-0.01702100128891924,-0.12928388115023062,0.4680693288619244,0.31798023283525023,0.001587672404360818,0.0716616469654919,156745,1.668
True,-0.10716908985821405,-0.09856646330969987,-0.06730418205261235,-0.05819305386754747,-0.0543892634870109,-0.046389207693899426,-0.025879425779622878,-0.0761950625659531,0.10716908985821405,0.03151900125667462,0.009187474204822632,0.006000788150499314,0.012854923311413802,0.029439329728484065,0.02821773313290188,0.04329409501900694,0.0369115476404529,0.04329409501900694,,6,GeneralPprimeFFprime,flat_top,1.7573076957851237,-0.2503857866205866,-0.22206687542718667,-0.02783565347482372,-0.10081570850276649,0.46847373903396505,0.31387715731502874,0.0038160093226030957,0.07655169822321459,156745,1.8960000000000001
True,-0.730814046264018,-0.5701203725387867,-0.22184004783630362,-0.09969012496905716,-0.050676727499009866,-0.07366241337704182,-0.09290518139000614,-0.49704521421092807,0.730814046264018,0.0365768166608178,-0.33223818947587763,-0.5023561266407212,-0.3471846473605767,0.0365768166608178,0.4253412829046048,0.6643174515114415,0.4340602673616627,0.6643174515114415,,12,GeneralPprimeFFprime,flat_top,1.0169037221909791,-0.002192288693115715,-0.012096002514241136,0.0006887258450597462,-0.01184825916373864,-0.011168175111288885,-0.011958716513513266,0.00502722609967356,0.5566142217392199,156745,3.2640000000000002
False,,,,,,,,,,,,,,,,,,,,18,timeout,flat_top,,,,,,,,,,156745,4.632
False,0.06254508450105023,0.23761824275828092,0.5820485591888427,0.7009343195064361,0.7397075325628315,0.7197378701229191,0.7031219924045136,0.28907204136513176,0.7397075325628315,-0.00020861555822193623,-0.35132377622467137,-0.5296643825359546,-0.3927877383257154,-0.00020861555822193623,0.412972376175333,0.6603564537913706,0.4268755486557376,0.6603564537913706,,24,GeneralPprimeFFprime,flat_top,1.0042141909856834,-0.011386696649952698,0.0071602485885876406,0.00020162375353191805,0.00684591887295392,0.001145247135523498,0.001145247135523498,0.017654297624471838,0.6964814598213961,156745,6.0
False,0.06294096638312263,0.2500602760063444,0.6175924777984618,0.7605079922499045,0.8086564772911227,0.7795650288479417,0.7387815609863813,0.298158323997626,0.8086564772911227,0.007378937676548958,-0.37080852497888656,-0.5629257246012114,-0.41608161109980946,0.010634919628500938,0.4481349189147955,0.703150415895179,0.46105252513445605,0.703150415895179,,30,GeneralPprimeFFprime,flat_top,0.9892578073658773,-0.0270918676760947,-0.0794993133138116,0.0579969320040486,0.05773321537724834,0.016704878004928952,0.016355134914288527,0.015037711032186785,0.7465017356049082,156745,7.368
False,0.06596470157430057,0.2470955183756245,0.6108447074890138,0.7625067167647612,0.8101977832234408,0.7815750302106348,0.7440992409652893,0.3081579334125366,0.8101977832234408,0.032711729593575045,-0.36008333673309084,-0.5550196661605786,-0.41014050592264717,0.032711729593575045,0.46831711387033625,0.720796325496937,0.47548089163709295,0.720796325496937,,36,GeneralPprimeFFprime,flat_top,0.9167384516801447,0.03201778893406685,0.037802419696811425,0.030965638516845792,0.045933796569533114,-0.004664972747472909,-0.0042489765313631234,0.008330064084554237,0.7507406995412113,156745,8.736
False,,,,,,,,,,,,,,,,,,,,43,timeout,ramp_down,,,,,,,,,,156745,10.332
False,0.06507397596993014,0.25216323732901325,0.6140665054321288,0.7028846237034005,0.7247718917588237,0.7210776879152829,0.7396191463558943,0.29251436127162567,0.7396191463558943,-0.07848254889249806,-0.4040338515476946,-0.5730303622383158,-0.4518680397205216,-0.059732548892498016,0.31077653761678825,0.5443907118471183,0.33406186074843497,0.5730303622383158,,44,GeneralPprimeFFprime,ramp_down,1.0010520171032669,0.00040614863639924575,-0.0073499906428303365,-0.00016865063856991963,-0.003781727590504898,0.001044570284428195,0.0009023890500811918,0.01639937217343889,0.6916333784028688,156745,10.56
