converged,dr_0,dr_1,dr_2,dr_3,dr_4,dr_5,dr_6,dr_7,dr_max,dz_0,dz_1,dz_2,dz_3,dz_4,dz_5,dz_6,dz_7,dz_max,iters,k,method,phase,pred_elong,pred_sqli,pred_sqlo,pred_squi,pred_squo,pred_tril,pred_triu,rel_change,rmse_8ctrl_m,shot,t
False,,,,,,,,,,,,,,,,,,,,0,err:IndexError,ramp_up,,,,,,,,0.21772184038161538,,158377,0.429
True,-0.21638264103636873,-0.16364907858512856,-0.06351258754730216,-0.010515695101378952,0.002468481044772819,-0.015099097759376345,-0.05121510028839116,-0.16723187600392908,0.21638264103636873,-0.015436923084780618,-0.14017964746106037,-0.20541408071201372,-0.15720617568695333,-0.004798226524144411,0.12933606296623773,0.18792209113030145,0.1273894318617005,0.20541408071201372,,2,GeneralPprimeFFprime,ramp_up,1.2228019538016544,0.028129702903868594,-0.023309054297906456,0.01740024795989711,-0.022118692899608137,0.05979082718765283,0.029955273072290595,0.006427336997817695,0.18154250126242508,158377,0.687
True,-0.2206569329758068,-0.13682524258603967,0.004239559173583984,-0.0061519886078662545,0.002543348120911837,-0.0041924303491076564,0.0006129026412964311,-0.1348954926876349,0.2206569329758068,-0.021689933538436845,-0.2069395108640243,-0.31493556330853356,-0.21770347492125863,-0.050863854587078094,0.13970976059781126,0.24003778865306935,0.13885553451560195,0.31493556330853356,,4,GeneralPprimeFFprime,ramp_up,1.3006563064198602,-0.007532762644062949,-0.04219737225903318,0.007063781822633858,-0.03610423906842394,0.13286929081725293,0.09480724060086597,0.005382954756412876,0.2163810988029684,158377,0.9450000000000001
True,-0.09876054681087476,-0.0051359691975307875,0.10351236942623565,0.00665556478864171,-0.0037431182810396812,0.00865971675326982,0.10208087090181772,-0.013519343244234427,0.10351236942623565,-0.012087097577750727,-0.1264904722228044,-0.23069504254902395,-0.08222210468941427,0.006662902422249317,0.10486467455123316,0.24865505343630245,0.13896216177108056,0.24865505343630245,,6,GeneralPprimeFFprime,ramp_up,1.47042516485453,-0.0028081421000462972,-0.08347619665164406,0.009759588586061756,-0.06824304468217993,0.19847446961164392,0.19575300739570634,0.0007881643581081115,0.15793148685252487,158377,1.203
True,-0.13255494410133295,-0.08368366898394974,-0.005835294723510742,-0.034717023167120775,-0.04003348825957809,-0.029364220796321172,0.043197716136459174,-0.06172669364175576,0.13255494410133295,-0.013457230944186493,-0.0496659040877217,-0.08040200087783378,-0.0317445686730089,0.04279276905581364,0.06794108727020687,0.16943529983289018,0.0936042582465697,0.16943529983289018,,8,GeneralPprimeFFprime,ramp_up,1.6342140969055219,-0.03507564034748187,-0.11551504410846362,0.023282021097788572,-0.0905736841961145,0.3250380230526729,0.2698222979750024,0.003390048962257114,0.10487584680717603,158377,1.461
True,-0.1403875301712354,-0.1212951729281917,-0.08713858127593999,-0.06075968714537394,-0.054587128638166504,-0.05177547991651843,-0.03626366820852733,-0.10122178643699486,0.1403875301712354,0.01492631640285258,-0.01656402098216414,-0.03497340040355612,-0.026224512711345294,0.023751783557236283,0.023105064247521456,0.04882239449470005,0.03386832347426649,0.04882239449470005,,10,GeneralPprimeFFprime,ramp_up,1.8078747727353084,-0.24666476222067404,-0.1971720960548081,-0.0214391659573251,-0.10793762735405174,0.48872731769169553,0.3359906216087771,0.00362962870498379,0.09351745453216424,158377,1.719
True,-0.08798030707760773,-0.06877180647347103,-0.032984256744384766,-0.03724109902960149,-0.036180890181287007,-0.03252995778427836,-0.020478158751632947,-0.0664497898951093,0.08798030707760773,-0.018154602497816086,-0.029439625166279904,-0.037257959016181785,-0.02441283963904972,-0.009571331366896585,0.006889299995699982,0.031574933497744206,0.01670953247960194,0.037257959016181785,,14,GeneralPprimeFFprime,flat_top,1.6997428717674423,-0.27288480704677204,-0.20328067778614872,0.0021194399729240424,-0.09930650335303284,0.5068628204306023,0.3017729282522766,0.0026426772048145516,0.057817408808293905,158377,2.235
True,0.06989216989429847,0.06958618919752801,0.06735689640045162,0.07165952320540803,0.08292487555263683,0.0627751174847837,0.06467744615296578,0.07369101427463542,0.08292487555263683,0.03971645343117425,0.0016204420059095503,-0.017193339239037986,-0.006474551097255643,-0.04539504796266547,-0.07154350748630989,0.020338107982108222,0.02109581182228848,0.07154350748630989,,19,GeneralPprimeFFprime,flat_top,1.6348071585170056,0.025851881552785668,-0.1819159934933549,0.1878237407340489,-0.09284902704220932,0.6811712096086239,0.34845090452940763,0.007288034111307562,0.07888709405844904,158377,2.88
False,0.07031494105482539,0.1455993685846808,0.29631600379943857,0.24914587848879655,0.2367708528338146,0.25905735600969715,0.36811445823184097,0.19689472762431448,0.36811445823184097,0.03966947239823648,-0.14566471129401726,-0.2372699853714868,-0.16496566421189418,-0.008876774460077286,0.19984794271361306,0.3830138367912753,0.23976566749000505,0.3830138367912753,,24,GeneralPprimeFFprime,flat_top,1.1707884199896996,0.040876081244755814,-0.0337549725374107,0.0652086782964751,-0.038798234795400774,0.15948322560104947,0.08306781154747185,0.014937623175403517,0.3209312449379436,158377,3.525
False,-0.47631606967891704,-0.34858979016834857,-0.12110042572021484,-0.07732296948351425,-0.06596728495569115,-0.05945886851822335,-0.0001330708833013894,-0.300351198435318,0.47631606967891704,0.0005503291031345725,-0.25879476027179354,-0.4031701882056613,-0.29581374043021685,0.0004953386960551143,0.32361334238429584,0.5458579994248488,0.3449601626644565,0.5458579994248488,,29,GeneralPprimeFFprime,flat_top,1.0786554618159805,0.009259679423156216,-0.019539574990365648,-0.0028782365196193377,0.025797292619104167,0.004729602752497195,0.004729602752497195,0.10216095673967125,0.4040181315834014,158377,4.17
